LCNS_NO,BSSH_NM,CHNG_DT,CHNG_PRVNS,INDUTY_CD_NM,SITE_ADDR,CHNG_BF_CN,CHNG_AF_CN,TELNO,DB_EXISTS,DB_LAST_EVENT_DATE,IS_MISSED,MISSED_REASON
20240050462,(주)닥터로빈 한남점,20260519,변경민원,일반음식점,"서울특별시 용산구 독서당로 70(현대리버티하우스 1층 103,104,105,106,107호 한남동)",김**,김*******,,Y,20260519,N,NONE
20140091758,(주) 닥터로빈 흑석점,20260519,변경민원,일반음식점,"서울특별시 동작구 현충로 124(지하1,2층 흑석동, 뉴지엄)",김**,김*******,0226933100,Y,20260519,N,NONE
20140091758,(주) 닥터로빈 흑석점,20231228,변경민원,일반음식점,"서울특별시 동작구 현충로 124(지하1,2층 흑석동, 뉴지엄)",송*******,김**,0226933100,Y,20260519,N,NONE
20160338925,(주)금강산,20260519,변경민원,일반음식점,"경기도 시흥시 공단1대로 263(스마트허브 N-CITY 139호, 140호, 143호, 144호, 152호 정왕동)",이*******,이**,0314310071,Y,20260519,N,NONE
20160338925,(주)금강산,20260406,변경민원(지위승계 : 양도.양수),일반음식점,"경기도 시흥시 공단1대로 263(스마트허브 N-CITY 139호, 140호, 143호, 144호, 152호 정왕동)",김**,이*******,0314310071,Y,20260519,N,NONE
20040214098,(재)케이티그룹희망나눔재단 광주,20260514,변경민원,일반음식점,"광주광역시 동구 제봉로82번길 16(서석동,지상4층)",오**,임**,0622301376,Y,20260514,N,NONE
20040214098,(재)케이티그룹희망나눔재단 광주,20231226,변경민원,일반음식점,"광주광역시 동구 제봉로82번길 16(서석동,지상4층)",조**,오**,0622301376,Y,20260514,N,NONE
20240691320,(주)금우돈속초어시장천안점,20260514,변경민원,일반음식점,"충청남도 천안시 서북구 불당25로 154(더블유프라자 1층 101,102,103,121호 불당동)",속초어시장,(주)금우돈속초어시장천안점,,Y,20260514,N,NONE
20240691320,(주)금우돈속초어시장천안점,20260514,변경민원(지위승계 : 양도.양수),일반음식점,"충청남도 천안시 서북구 불당25로 154(더블유프라자 1층 101,102,103,121호 불당동)",김**,김**,,Y,20260514,N,NONE
20240691320,(주)금우돈속초어시장천안점,20260324,변경민원(지위승계 : 양도.양수),일반음식점,"충청남도 천안시 서북구 불당25로 154(더블유프라자 1층 101,102,103,121호 불당동)",국**,김**,,Y,20260514,N,NONE
20260801129,(구)도장골메기탕,20260514,변경민원,일반음식점,전라남도 광양시 광영시장길 19(광영상설시장 C동 점포 12호 광영동),광영수제돈가스,(구)도장골메기탕,,Y,20260514,N,NONE
20040221031,(주)금산,20260514,변경민원,일반음식점,"광주광역시 북구 하서로 437(용두동, 외3필지)",김**,정**,0625750852,Y,20260514,N,NONE
20040221031,(주)금산,20240322,변경민원(지위승계 : 양도.양수),일반음식점,"광주광역시 북구 하서로 437(용두동, 외3필지)",권**,김**,0625750852,Y,20260514,N,NONE
20020129282,(재)케이티그룹희망나눔재단부산,20260512,변경민원,일반음식점,부산광역시 동구 부산진성공원로 23(KT부산정보통신센터 범일동),오**,임**,0516387000,Y,20260512,N,NONE
20020129282,(재)케이티그룹희망나눔재단부산,20231226,변경민원,일반음식점,부산광역시 동구 부산진성공원로 23(KT부산정보통신센터 범일동),조**,오**,0516387000,Y,20260512,N,NONE
20220500630,(주)더봄봄푸드,20260507,변경민원,일반음식점,경기도 안성시 안성맞춤대로 847(1층 좌측호 계동),박**,하**,,Y,20260507,N,NONE
20220500630,(주)더봄봄푸드,20240228,변경민원,일반음식점,경기도 안성시 안성맞춤대로 847(1층 좌측호 계동),하**,박**,,Y,20260507,N,NONE
20190105426,(주)금은마에프앤비 은마왕만두,20260506,변경민원,일반음식점,"서울특별시 강남구 삼성로 212(은마상가지하 비블럭 40호,41호 일부호 대치동, 은마아파트)","서울특별시 강남구 대치동 316 은마아파트 \n 서울특별시 강남구 삼성로 212(은마상가B블록동 지하1층 40호 대치동, 은마아파트)","서울특별시 강남구 대치동 316 은마아파트 \n 서울특별시 강남구 삼성로 212(은마상가지하 비블럭 40호,41호 일부호 대치동, 은마아파트)",025557715,Y,20260506,N,NONE
20190105426,(주)금은마에프앤비 은마왕만두,20260506,변경민원(지위승계 : 양도.양수),일반음식점,"서울특별시 강남구 삼성로 212(은마상가지하 비블럭 40호,41호 일부호 대치동, 은마아파트)",이*******,이*******,025557715,Y,20260506,N,NONE
20190105426,(주)금은마에프앤비 은마왕만두,20260114,변경민원(지위승계 : 양도.양수),일반음식점,"서울특별시 강남구 삼성로 212(은마상가지하 비블럭 40호,41호 일부호 대치동, 은마아파트)",이**,이*******,025557715,Y,20260506,N,NONE
19990108214,(주)도라후구현복집,20260504,변경민원,일반음식점,서울특별시 강남구 도산대로50길 14(2층 논현동),"서울특별시 강남구 논현동 96-15 지상1,2층 \n 서울특별시 강남구 도산대로50길 14(지상1,2층 논현동)",서울특별시 강남구 논현동 96-15 \n 서울특별시 강남구 도산대로50길 14(2층 논현동),025116888,Y,20260504,N,NONE
20230116211,(주) 여의담,20260429,변경민원,일반음식점,서울특별시 영등포구 여의대방로65길 13(유창빌딩 지상3층 여의도동),우리술한잔블랙,(주) 여의담,,Y,20260429,N,NONE
20230116211,(주) 여의담,20260429,변경민원(지위승계 : 양도.양수),일반음식점,서울특별시 영등포구 여의대방로65길 13(유창빌딩 지상3층 여의도동),강**,백**,,Y,20260429,N,NONE
20230116211,(주) 여의담,20250414,변경민원(지위승계 : 양도.양수),일반음식점,서울특별시 영등포구 여의대방로65길 13(유창빌딩 지상3층 여의도동),김**,강**,,Y,20260429,N,NONE
20010174063,(주)내안에,20260428,변경민원,일반음식점,대구광역시 수성구 무학로 85(두산동),내안에,(주)내안에,0537660760,Y,20260428,N,NONE
20010174063,(주)내안에,20260428,변경민원(지위승계 : 양도.양수),일반음식점,대구광역시 수성구 무학로 85(두산동),정*******,정**,0537660760,Y,20260428,N,NONE
20010174063,(주)내안에,20150310,변경민원(지위승계 : 양도.양수),일반음식점,대구광역시 수성구 무학로 85(두산동),정*******,정*******,0537660760,Y,20260428,N,NONE
20020194006,(주)담가화로구이 인천주안,20260422,변경민원,일반음식점,인천광역시 미추홀구 미추홀대로 624-1(주안동),명륜진사갈비주안,(주)담가화로구이 인천주안,,Y,20260422,N,NONE
20020194006,(주)담가화로구이 인천주안,20260422,변경민원(지위승계 : 양도.양수),일반음식점,인천광역시 미추홀구 미추홀대로 624-1(주안동),박**,김**,,Y,20260422,N,NONE
20020194006,(주)담가화로구이 인천주안,20230920,변경민원(지위승계 : 양도.양수),일반음식점,인천광역시 미추홀구 미추홀대로 624-1(주안동),김**,박**,,Y,20260422,N,NONE
20090126317,(주)다솥맛집,20260422,변경민원,일반음식점,"부산광역시 중구 중앙대로 2(10층 중앙동7가, 외 110필지 롯데백화점)",최**,강**,,Y,20260422,N,NONE
20090126317,(주)다솥맛집,20230425,변경민원(지위승계 : 양도.양수),일반음식점,"부산광역시 중구 중앙대로 2(10층 중앙동7가, 외 110필지 롯데백화점)",최**,최**,,Y,20260422,N,NONE
20120323373,(주)고양베스트,20260420,변경민원,일반음식점,"경기도 고양시 덕양구 고양대로 1359-5(성사동, 연세사랑병원 5층일부)",이**,이**,0319654444,Y,20260420,N,NONE
20120323373,(주)고양베스트,20230627,변경민원(지위승계 : 양도.양수),일반음식점,"경기도 고양시 덕양구 고양대로 1359-5(성사동, 연세사랑병원 5층일부)",이**,이**,0319654444,Y,20260420,N,NONE
20160538503,(주)경인석유고속도로외동(상)휴게소 한식당,20260420,변경민원,일반음식점,경상북도 경주시 외동읍 상석길 58-70,남**,남*******,,Y,20260420,N,NONE
20130200297,(주)동막골,20260415,변경민원,일반음식점,"인천광역시 남동구 소래역로46번길 28(1층 104호 논현동, 대영로데오)",동막골,(주)동막골,,Y,20260415,N,NONE
20130200297,(주)동막골,20260415,변경민원(지위승계 : 양도.양수),일반음식점,"인천광역시 남동구 소래역로46번길 28(1층 104호 논현동, 대영로데오)",정**,정**,,Y,20260415,N,NONE
20130200297,(주)동막골,20150121,변경민원,일반음식점,"인천광역시 남동구 소래역로46번길 28(1층 104호 논현동, 대영로데오)",명가국물닭갈비,동막골,,Y,20260415,N,NONE
20130200297,(주)동막골,20150121,변경민원(지위승계 : 양도.양수),일반음식점,"인천광역시 남동구 소래역로46번길 28(1층 104호 논현동, 대영로데오)",이**,정**,,Y,20260415,N,NONE
20160114580,(유)웅이네,20260414,변경민원,일반음식점,서울특별시 송파구 양재대로 932(가락동 농수산물도매시장 가락몰 2관 편의시설 2층 001-1호 가락동),문**,문**,,Y,20260414,N,NONE
20160114580,(유)웅이네,20211021,변경민원,일반음식점,서울특별시 송파구 양재대로 932(가락동 농수산물도매시장 가락몰 2관 편의시설 2층 001-1호 가락동),정**,문**,,Y,20260414,N,NONE
20210415124,(주)대관령자연애,20260409,변경민원,일반음식점,강원특별자치도 평창군 대관령면 눈마을길 39(부띠끄올리브몽떼 201호),(주)대관령자연애 광릉불고기,(주)대관령자연애,0333333371,Y,20260409,N,NONE
20110077171,(주)농심 코코이찌방야 롯데몰 김포공항점,20260408,변경민원,일반음식점,"서울특별시 강서구 하늘길 38(김포공항, 롯데몰, 스카이시티 지하2층 방화동)",이**,조**,0261165702,Y,20260408,N,NONE
20110077171,(주)농심 코코이찌방야 롯데몰 김포공항점,20220404,변경민원,일반음식점,"서울특별시 강서구 하늘길 38(김포공항, 롯데몰, 스카이시티 지하2층 방화동)",박*,이**,0261165702,Y,20260408,N,NONE
20090091225,(주)농심 코코이찌방야 보라매점,20260408,변경민원,일반음식점,"서울특별시 동작구 여의대방로 112(신대방동, A동 성무관 2층)",코코이찌방야 보라매점,(주)농심 코코이찌방야 보라매점,028208888,Y,20260408,N,NONE
20090091225,(주)농심 코코이찌방야 보라매점,20260408,변경민원,일반음식점,"서울특별시 동작구 여의대방로 112(신대방동, A동 성무관 2층)",이**,조**,028208888,Y,20260408,N,NONE
20090091225,(주)농심 코코이찌방야 보라매점,20220404,변경민원,일반음식점,"서울특별시 동작구 여의대방로 112(신대방동, A동 성무관 2층)",박*,이**,028208888,Y,20260408,N,NONE
20170269211,(주)농심 코코이찌방야 롯데몰광교점,20260407,초기자료등록,일반음식점,경기도 수원시 영통구 도청로 10(3층 이의동),(주)농심 코코이찌방야 롯데아울렛광교점,(주)농심 코코이찌방야 롯데몰광교점,03180642378,Y,20260407,N,NONE
20170269211,(주)농심 코코이찌방야 롯데몰광교점,20260407,변경민원,일반음식점,경기도 수원시 영통구 도청로 10(3층 이의동),이**,조**,03180642378,Y,20260407,N,NONE
20170269211,(주)농심 코코이찌방야 롯데몰광교점,20220406,변경민원,일반음식점,경기도 수원시 영통구 도청로 10(3층 이의동),박*,이**,03180642378,Y,20260407,N,NONE
20140304501,(주)농심 코코이찌방야롯데몰광명점,20260407,변경민원,일반음식점,"경기도 광명시 일직로 17(5층 일직동, 롯데프리미엄아울렛)",코코이찌방야(롯데아울렛 광명점),(주)농심 코코이찌방야롯데몰광명점,0262262714,Y,20260407,N,NONE
20140304501,(주)농심 코코이찌방야롯데몰광명점,20260407,변경민원,일반음식점,"경기도 광명시 일직로 17(5층 일직동, 롯데프리미엄아울렛)",이**,조**,0262262714,Y,20260407,N,NONE
20140304501,(주)농심 코코이찌방야롯데몰광명점,20220405,변경민원,일반음식점,"경기도 광명시 일직로 17(5층 일직동, 롯데프리미엄아울렛)",박*,이**,0262262714,Y,20260407,N,NONE
20150039256,(주)농심 코코이찌방야 건대스타시티점,20260407,변경민원,일반음식점,"서울특별시 광진구 아차산로 272(자양동, 지하)",코코이찌방야건대스타시티점,(주)농심 코코이찌방야 건대스타시티점,0222048855,Y,20260407,N,NONE
20150039256,(주)농심 코코이찌방야 건대스타시티점,20260407,변경민원,일반음식점,"서울특별시 광진구 아차산로 272(자양동, 지하)",이**,조**,0222048855,Y,20260407,N,NONE
20150039256,(주)농심 코코이찌방야 건대스타시티점,20220407,변경민원,일반음식점,"서울특별시 광진구 아차산로 272(자양동, 지하)",박*,이**,0222048855,Y,20260407,N,NONE
20160338925,(주)금강산,20260407,변경민원,일반음식점,"경기도 시흥시 공단1대로 263(스마트허브 N-CITY 139호, 140호, 143호, 144호, 152호 정왕동)","경기도 시흥시 정왕동 1277-6 스마트허브 N-CITY \n 경기도 시흥시 공단1대로 263(139호, 140호, 143 일부호, 144호, 152호 정왕동)","경기도 시흥시 정왕동 1277-6 스마트허브 N-CITY \n 경기도 시흥시 공단1대로 263(스마트허브 N-CITY 139호, 140호, 143호, 144호, 152호 정왕동)",0314310071,Y,20260519,N,NONE
20090150360,(주)갓파스시,20260407,변경민원,일반음식점,"부산광역시 연제구 반송로 44(연산동,외 2필지)",마******,이**,0518682377,Y,20260407,N,NONE
20090150360,(주)갓파스시,20250409,변경민원,일반음식점,"부산광역시 연제구 반송로 44(연산동,외 2필지)",야******,마******,0518682377,Y,20260407,N,NONE
20240477172,(주)농심 코코이찌방야 롯데백화점안산점,20260406,변경민원,일반음식점,경기도 안산시 단원구 중앙대로 873(롯데백화점안산점 신관 지하1층일부 고잔동),이**,조**,028207041,Y,20260406,N,NONE
20160338925,(주)금강산,20260406,변경민원,일반음식점,"경기도 시흥시 공단1대로 263(스마트허브 N-CITY 139호, 140호, 143호, 144호, 152호 정왕동)",착한낙지,(주)금강산,0314310071,Y,20260519,N,NONE
20160338925,(주)금강산,20260406,변경민원(지위승계 : 양도.양수),일반음식점,"경기도 시흥시 공단1대로 263(스마트허브 N-CITY 139호, 140호, 143호, 144호, 152호 정왕동)",김**,이*******,0314310071,Y,20260519,N,NONE
20160338925,(주)금강산,20201130,변경민원,일반음식점,"경기도 시흥시 공단1대로 263(스마트허브 N-CITY 139호, 140호, 143호, 144호, 152호 정왕동)",이**,김**,0314310071,Y,20260519,N,NONE
20230045864,(주)농심 코코이찌방야용산아모레퍼시픽점,20260406,변경민원,일반음식점,서울특별시 용산구 한강대로 100(아모레퍼시픽 지층 B104-3호 한강로2가),이**,조**,,Y,20260406,N,NONE
20230406011,(유)아웃백스테이크하우스코리아 중동롯데점,20260406,변경민원,일반음식점,경기도 부천시 원미구 길주로 300(LOTTE백화점 8층 일부호 중동),S********************,임**,0323207775,Y,20260406,N,NONE
20230406011,(유)아웃백스테이크하우스코리아 중동롯데점,20240117,변경민원,일반음식점,경기도 부천시 원미구 길주로 300(LOTTE백화점 8층 일부호 중동),박**,S********************,0323207775,Y,20260406,N,NONE
20170073011,(유)아웃백스테이크하우스코리아 목동점,20260403,변경민원,일반음식점,서울특별시 양천구 목동동로 293(현대41타워 3층 3-01호 목동),S***************,임**,0221682811,Y,20260403,N,NONE
20170073011,(유)아웃백스테이크하우스코리아 목동점,20240116,변경민원,일반음식점,서울특별시 양천구 목동동로 293(현대41타워 3층 3-01호 목동),박**,S***************,0221682811,Y,20260403,N,NONE
20130327252,(유)아웃백스테이크하우스코리아 원마운트점,20260403,변경민원,일반음식점,"경기도 고양시 일산서구 한류월드로 300(2023~2027호 대화동, 고양원마운트)",S********************,임**,0319616491,Y,20260403,N,NONE
20130327252,(유)아웃백스테이크하우스코리아 원마운트점,20240117,변경민원,일반음식점,"경기도 고양시 일산서구 한류월드로 300(2023~2027호 대화동, 고양원마운트)",박**,S********************,0319616491,Y,20260403,N,NONE
20230387008,(유)아웃백스테이크하우스코리아 판교점,20260403,변경민원,일반음식점,"경기도 성남시 분당구 분당내곡로 131(판교테크원 지하1층 일부29호,30호호 백현동)",송********************,임**,0269882265,Y,20260403,N,NONE
20230387008,(유)아웃백스테이크하우스코리아 판교점,20240116,변경민원,일반음식점,"경기도 성남시 분당구 분당내곡로 131(판교테크원 지하1층 일부29호,30호호 백현동)",박**,송********************,0269882265,Y,20260403,N,NONE
20190029586,(주)농심 코코이찌방야 을지로시그니쳐타워점,20260403,변경민원,일반음식점,서울특별시 중구 청계천로 100(시그니쳐타워 지하1층 수표동),이**,조**,0222855533,Y,20260403,N,NONE
20190029586,(주)농심 코코이찌방야 을지로시그니쳐타워점,20220407,변경민원,일반음식점,서울특별시 중구 청계천로 100(시그니쳐타워 지하1층 수표동),박*,이**,0222855533,Y,20260403,N,NONE
20250145380,(주)농심 코코이찌방야 역삼GFC점,20260403,변경민원,일반음식점,서울특별시 강남구 테헤란로 152(강남파이낸스센터 지하1층 P8호 역삼동),이**,조**,025565510,Y,20260403,N,NONE
20230106003,(유)아웃백스테이크하우스코리아 고척아이파크몰점,20260403,변경민원,일반음식점,"서울특별시 구로구 경인로43길 49(2층 D-203MD-F02-008,009,010호 고척동, 고척아이파크)",송********************,임**,,Y,20260403,N,NONE
20230106003,(유)아웃백스테이크하우스코리아 고척아이파크몰점,20240117,변경민원,일반음식점,"서울특별시 구로구 경인로43길 49(2층 D-203MD-F02-008,009,010호 고척동, 고척아이파크)",박**,송********************,,Y,20260403,N,NONE
20040592097,(유)아웃백스테이크하우스코리아 중앙점,20260403,변경민원,일반음식점,"경상남도 창원시 성산구 중앙대로 33(중앙동,대흥인터빌2층202호)",송**,임**,0552859751,Y,20260403,N,NONE
20040592097,(유)아웃백스테이크하우스코리아 중앙점,20240116,변경민원,일반음식점,"경상남도 창원시 성산구 중앙대로 33(중앙동,대흥인터빌2층202호)",박**,송**,0552859751,Y,20260403,N,NONE
20160029200,(유)아웃백스테이크하우스코리아 동대문점,20260403,변경민원,일반음식점,서울특별시 중구 장충단로13길 20(9층 을지로6가),송**,임**,0222832902,Y,20260403,N,NONE
20160029200,(유)아웃백스테이크하우스코리아 동대문점,20240118,변경민원,일반음식점,서울특별시 중구 장충단로13길 20(9층 을지로6가),박**,송**,0222832902,Y,20260403,N,NONE
20170025414,(주)농심 코코이찌방야 종로타워점,20260403,변경민원,일반음식점,서울특별시 종로구 종로 51(지하2층 213호 종로2가),코코이찌방야 종로타워점,(주)농심 코코이찌방야 종로타워점,,Y,20260403,N,NONE
20170025414,(주)농심 코코이찌방야 종로타워점,20260403,변경민원,일반음식점,서울특별시 종로구 종로 51(지하2층 213호 종로2가),이**,조**,,Y,20260403,N,NONE
20170025414,(주)농심 코코이찌방야 종로타워점,20220407,변경민원,일반음식점,서울특별시 종로구 종로 51(지하2층 213호 종로2가),박*,이**,,Y,20260403,N,NONE
20170091790,(유)아웃백스테이크하우스코리아 신림타임스트림점,20260403,변경민원,일반음식점,서울특별시 관악구 신림로 330(타임스트림 8층 신림동),S***************,임**,0269882265,Y,20260403,N,NONE
20170091790,(유)아웃백스테이크하우스코리아 신림타임스트림점,20240117,변경민원,일반음식점,서울특별시 관악구 신림로 330(타임스트림 8층 신림동),박**,S***************,0269882265,Y,20260403,N,NONE
20250109245,(유)아웃백스테이크하우스코리아 김포공항롯데몰점,20260402,변경민원,일반음식점,"서울특별시 강서구 하늘길 38(김포공항, 롯데몰, 스카이시티 GF층 일부호 방화동)",S********************,임**,,Y,20260402,N,NONE
20210244126,(유)아웃백스테이크하우스코리아대전신세계점,20260402,변경민원,일반음식점,대전광역시 유성구 엑스포로 1(신세계엑스포점 지상9층 H9호 도룡동),송********************,임**,0426078702,Y,20260402,N,NONE
20210244126,(유)아웃백스테이크하우스코리아대전신세계점,20240117,변경민원,일반음식점,대전광역시 유성구 엑스포로 1(신세계엑스포점 지상9층 H9호 도룡동),박**,송********************,0426078702,Y,20260402,N,NONE
20190053847,(유)아웃백스테이크하우스코리아 미아점,20260402,변경민원,일반음식점,서울특별시 강북구 도봉로 62(롯데백화점 미아점 9층 미아동),송**,임**,,Y,20260402,N,NONE
20190053847,(유)아웃백스테이크하우스코리아 미아점,20240117,변경민원,일반음식점,서울특별시 강북구 도봉로 62(롯데백화점 미아점 9층 미아동),박**,송**,,Y,20260402,N,NONE
20220469877,(유)아웃백스테이크하우스코리아시흥신세계아울렛점,20260402,변경민원,일반음식점,경기도 시흥시 서해안로 699(시흥 프리미엄 아울렛 1층 일부호 배곧동),송**,임**,03180723231,Y,20260402,N,NONE
20220469877,(유)아웃백스테이크하우스코리아시흥신세계아울렛점,20240116,변경민원,일반음식점,경기도 시흥시 서해안로 699(시흥 프리미엄 아울렛 1층 일부호 배곧동),박**,송**,03180723231,Y,20260402,N,NONE
20210626027,(유)아웃백스테이크하우스코리아 하남스타필드점,20260402,변경민원,일반음식점,경기도 하남시 미사대로 750(스타필드 하남 B1층 B114호 신장동),S***************,임**,,Y,20260402,N,NONE
20210626027,(유)아웃백스테이크하우스코리아 하남스타필드점,20240117,변경민원,일반음식점,경기도 하남시 미사대로 750(스타필드 하남 B1층 B114호 신장동),박**,S***************,,Y,20260402,N,NONE
20030317254,(유)아웃백스테이크하우스코리아 고잔점,20260402,변경민원,일반음식점,"경기도 안산시 단원구 당곡로 11(고잔동, 530-2  스카이팰리스 203호)",S********************,임**,0314054691,Y,20260402,N,NONE
20030317254,(유)아웃백스테이크하우스코리아 고잔점,20240117,변경민원,일반음식점,"경기도 안산시 단원구 당곡로 11(고잔동, 530-2  스카이팰리스 203호)",박**,S********************,0314054691,Y,20260402,N,NONE
20250154316,(유)아웃백스테이크하우스코리아 잠실롯데점,20260402,변경민원,일반음식점,서울특별시 송파구 올림픽로 240(롯데백화점 잠실점 2층 잠실동),송********************,임**,,Y,20260402,N,NONE
20240384058,(유)아웃백스테이크하우스코리아 수원스타필드점,20260402,변경민원,일반음식점,경기도 수원시 장안구 수성로 175(7층 7127호 정자동),송********************,임**,,Y,20260402,N,NONE
20250910547,(유)아웃백스테이크하우스코리아 진주롯데몰점,20260402,변경민원,일반음식점,경상남도 진주시 동진로 440(롯데아울렛 진주점 4층 일부 충무공동),송********************,임**,0269882025,Y,20260402,N,NONE
20170202166,(유)아웃백스테이크하우스코리아 부평점,20260402,변경민원,일반음식점,인천광역시 부평구 광장로 4(2층 부평동),S********************,임**,0323300171,Y,20260402,N,NONE
20170202166,(유)아웃백스테이크하우스코리아 부평점,20240116,변경민원,일반음식점,인천광역시 부평구 광장로 4(2층 부평동),박**,S********************,0323300171,Y,20260402,N,NONE
19970076261,(유)아웃백스테이크하우스코리아 공항점,20260402,변경민원,일반음식점,서울특별시 강서구 마곡중앙6로 16(마곡지엠지타워 3층 301호 마곡동),S********************,임**,0220548365,Y,20260402,N,NONE
19970076261,(유)아웃백스테이크하우스코리아 공항점,20240117,변경민원,일반음식점,서울특별시 강서구 마곡중앙6로 16(마곡지엠지타워 3층 301호 마곡동),박**,S********************,0220548365,Y,20260402,N,NONE
20220293267,(유)아웃백스테이크하우스코리아 동광주점,20260402,변경민원,일반음식점,광주광역시 북구 동문대로 200(삼성홈플러스 1층 두암동),송********************,임**,0624127882,Y,20260402,N,NONE
20220293267,(유)아웃백스테이크하우스코리아 동광주점,20240116,변경민원,일반음식점,광주광역시 북구 동문대로 200(삼성홈플러스 1층 두암동),박**,송********************,0624127882,Y,20260402,N,NONE
19960029886,(유)아웃백스테이크하우스코리아 명동점,20260402,변경민원,일반음식점,서울특별시 중구 명동3길 36(3층 을지로2가),송**,임**,027710625,Y,20260402,N,NONE
19960029886,(유)아웃백스테이크하우스코리아 명동점,20240116,변경민원,일반음식점,서울특별시 중구 명동3길 36(3층 을지로2가),박**,송**,027710625,Y,20260402,N,NONE
20200142512,(유)아웃백스테이크하우스코리아 부산신세계센텀시티점,20260402,변경민원,일반음식점,부산광역시 해운대구 센텀4로 15(센텀시티 몰 4층 우동),S********************,임**,0220548365,Y,20260402,N,NONE
20200142512,(유)아웃백스테이크하우스코리아 부산신세계센텀시티점,20240117,변경민원,일반음식점,부산광역시 해운대구 센텀4로 15(센텀시티 몰 4층 우동),박**,S********************,0220548365,Y,20260402,N,NONE
20150362146,(유)아웃백스테이크하우스코리아 김포점,20260402,변경민원,일반음식점,경기도 김포시 고촌읍 아라육로152번길 100(577호 현대프리미엄아울렛),송**,임**,0220548365,Y,20260402,N,NONE
20150362146,(유)아웃백스테이크하우스코리아 김포점,20240118,변경민원,일반음식점,경기도 김포시 고촌읍 아라육로152번길 100(577호 현대프리미엄아울렛),박**,송**,0220548365,Y,20260402,N,NONE
19910214146,(유)예뻐지다,20260402,변경민원,일반음식점,광주광역시 동구 중앙로160번길 15-14(황금동),제주 이모네 해장국,(유)예뻐지다,0622220788,Y,20260402,N,NONE
19910214146,(유)예뻐지다,20260402,변경민원(지위승계 : 양도.양수),일반음식점,광주광역시 동구 중앙로160번길 15-14(황금동),임**,임**,0622220788,Y,20260402,N,NONE
19910214146,(유)예뻐지다,20250923,변경민원(지위승계 : 양도.양수),일반음식점,광주광역시 동구 중앙로160번길 15-14(황금동),유**,임**,0622220788,Y,20260402,N,NONE
20220487454,(유)아웃백스테이크하우스코리아 기흥롯데아울렛점,20260402,변경민원,일반음식점,경기도 용인시 기흥구 신고매로 124(롯데프리미엄아울렛기흥점 주건축물 제1동 지하1층 일부호 고매동),S********************,임**,,Y,20260402,N,NONE
20220487454,(유)아웃백스테이크하우스코리아 기흥롯데아울렛점,20240116,변경민원,일반음식점,경기도 용인시 기흥구 신고매로 124(롯데프리미엄아울렛기흥점 주건축물 제1동 지하1층 일부호 고매동),박**,S********************,,Y,20260402,N,NONE
20230130836,(유)아웃백스테이크하우스코리아 양재점,20260402,변경민원,일반음식점,서울특별시 서초구 남부순환로 2567(2층 서초동),S********************,임**,,Y,20260402,N,NONE
20230130836,(유)아웃백스테이크하우스코리아 양재점,20240118,변경민원,일반음식점,서울특별시 서초구 남부순환로 2567(2층 서초동),박**,S********************,,Y,20260402,N,NONE
20060285527,(유) 아웃백 스테이크하우스코리아 금오점,20260401,변경민원,일반음식점,"경기도 의정부시 청사로48번길 25(금오동,지상2, 3층)",S********************,임**,0318537601,Y,20260401,N,NONE
20060285527,(유) 아웃백 스테이크하우스코리아 금오점,20240117,변경민원,일반음식점,"경기도 의정부시 청사로48번길 25(금오동,지상2, 3층)",박**,S********************,0318537601,Y,20260401,N,NONE
20170071061,(유)아웃백스테이크하우스코리아합정점,20260401,변경민원,일반음식점,서울특별시 마포구 월드컵로3길 14(마포 한강 2차 푸르지오 1층 110~113호 합정동),S********************,임**,0220548365,Y,20260401,N,NONE
20170071061,(유)아웃백스테이크하우스코리아합정점,20240117,변경민원,일반음식점,서울특별시 마포구 월드컵로3길 14(마포 한강 2차 푸르지오 1층 110~113호 합정동),박**,S********************,0220548365,Y,20260401,N,NONE
20180199054,(유)아웃백스테이크하우스코리아 송도점,20260401,변경민원,일반음식점,"인천광역시 연수구 송도국제대로 157(오네스타 2층 A203,204호 송도동)",S***************,임**,0328219951,Y,20260401,N,NONE
20180199054,(유)아웃백스테이크하우스코리아 송도점,20240117,변경민원,일반음식점,"인천광역시 연수구 송도국제대로 157(오네스타 2층 A203,204호 송도동)",박**,S***************,0328219951,Y,20260401,N,NONE
20140267450,(유)아웃백스테이크하우스코리아 수원역사점,20260401,변경민원,일반음식점,"경기도 수원시 팔달구 덕영대로 924(6층 매산로1가, 수원애경역사)",S********************,임**,0220548365,Y,20260401,N,NONE
20140267450,(유)아웃백스테이크하우스코리아 수원역사점,20240117,변경민원,일반음식점,"경기도 수원시 팔달구 덕영대로 924(6층 매산로1가, 수원애경역사)",박**,S********************,0220548365,Y,20260401,N,NONE
20220417576,(유)아웃백스테이크하우스코리아광명에이케이점,20260401,변경민원,일반음식점,경기도 광명시 양지로 17(AK플라자 4층 일부호 일직동),S********************,임**,028979311,Y,20260401,N,NONE
20220417576,(유)아웃백스테이크하우스코리아광명에이케이점,20240118,변경민원,일반음식점,경기도 광명시 양지로 17(AK플라자 4층 일부호 일직동),박**,S********************,028979311,Y,20260401,N,NONE
20080269171,(유)아웃백스테이크하우스코리아 영통점,20260401,변경민원,일반음식점,"경기도 수원시 영통구 봉영로 1613(지하층 영통동, 남광하우스토리 지09-1호 ~ 지09-7호)",S********************,임**,0230197135,Y,20260401,N,NONE
